"Date","Time","Group","Intertidal zone","Tape point","Quarter","Distance from point","Height","Circumference","Stem","Leaf","Bud 1 Live","Bud 2 Live","Bud 3 Live","Leaf distorted","Percent of leaf missing","Number of Mines","Number of Galls","Longitude","Latitude","Location notes"
"28/06/2014","12:18:10 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 1",1,1,0,1,0.15,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:18:24 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 2",1,1,0,1,0.03,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:18:36 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 3",1,1,0,1,0.05,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:18:54 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 4",1,1,0,1,0.05,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:19:13 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 5",1,1,0,1,0.05,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:19:28 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 5",1,1,0,1,0.03,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:19:49 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 6","Leaf 6",1,1,0,1,0,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:20:14 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 7","Leaf 1",1,1,0,1,0.15,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:20:30 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 7","Leaf 2",1,1,0,1,0.2,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:20:43 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 7","Leaf 3",1,1,0,1,0,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:20:53 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 7","Leaf 4",1,1,0,1,0.05,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:21:23 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 7","Leaf 5",1,1,0,1,0.4,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:21:36 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 7","Leaf 6",1,1,0,1,0.3,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:22:10 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 8","Leaf 1",1,1,0,1,0.05,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:22:17 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 8","Leaf 2",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:22:27 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 8","Leaf 3",1,1,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:22:38 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 8","Leaf 4",1,1,0,1,0.05,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:23:01 PM","claire","Landward - Creek",68,"Quarter 1",1.2,1,8,"Stem 8","Leaf 5",1,1,0,1,0.2,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:25:07 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 1","Leaf 1",0,0,0,1,0,8,0,152.9897192,-25.44766199,NA
"28/06/2014","12:25:29 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 1","Leaf 2",0,0,0,1,0,14,0,152.9897192,-25.44766199,NA
"28/06/2014","12:25:42 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 1","Leaf 3",0,0,0,1,0,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:25:50 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 1","Leaf 4",0,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:26:11 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 1","Leaf 5",0,0,0,1,0,0,1,152.9897192,-25.44766199,NA
"28/06/2014","12:26:36 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 1","Leaf 6",0,0,0,1,0.03,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:27:08 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 1",1,0,0,1,0.05,7,0,152.9897192,-25.44766199,NA
"28/06/2014","12:27:12 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 2",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:27:16 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 3",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:27:51 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 4",1,0,0,1,NA,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:28:09 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 4",1,0,0,1,0.05,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:28:24 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 5",1,0,0,1,0.15,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:29:04 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 2","Leaf 6",1,0,0,1,0.2,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:29:30 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 1",1,0,0,1,0.25,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:29:36 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 2",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:29:39 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 3",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:30:08 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 4",1,0,0,1,0.5,18,0,152.9897192,-25.44766199,NA
"28/06/2014","12:30:39 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 5",1,0,0,1,0.4,9,0,152.9897192,-25.44766199,NA
"28/06/2014","12:31:37 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 5",1,0,0,1,0.05,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:31:56 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 3","Leaf 6",1,0,0,1,0.2,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:32:23 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 4","Leaf 1",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:32:34 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 4","Leaf 2",1,0,0,0,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:32:48 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 4","Leaf 3",1,0,0,1,0.2,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:33:07 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 4","Leaf 4",1,0,0,0,0.05,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:33:28 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 4","Leaf 5",1,0,0,1,0.05,7,0,152.9897192,-25.44766199,NA
"28/06/2014","12:33:37 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 4","Leaf 6",1,0,0,1,0.2,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:34:40 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 5","Leaf 1",1,1,0,1,0.05,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:34:54 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 5","Leaf 2",1,1,0,1,0.05,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:35:02 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 5","Leaf 3",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:35:06 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 5","Leaf 4",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:35:20 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 5","Leaf 5",1,1,0,1,0,2,0,152.9897192,-25.44766199,NA
"28/06/2014","12:35:33 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 5","Leaf 6",1,1,0,1,0,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:36:27 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 6","Leaf 1",1,0,0,1,0.15,10,0,152.9897192,-25.44766199,NA
"28/06/2014","12:36:54 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 6","Leaf 2",1,0,0,1,0.3,25,0,152.9897192,-25.44766199,NA
"28/06/2014","12:37:10 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 6","Leaf 3",1,0,0,1,0.5,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:37:29 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 6","Leaf 4",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:37:33 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 6","Leaf 5",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:37:47 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 6","Leaf 6",1,0,0,1,0.05,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:38:34 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 7","Leaf 1",1,0,0,1,0,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:38:48 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 7","Leaf 2",1,0,0,1,0.1,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:39:01 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 7","Leaf 3",1,0,0,1,0.1,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:39:18 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 7","Leaf 4",1,0,0,1,0,1,0,152.9897192,-25.44766199,NA
"28/06/2014","12:39:32 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 7","Leaf 5",1,0,0,1,0.15,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:39:56 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 7","Leaf 6",1,0,0,1,0.1,4,0,152.9897192,-25.44766199,NA
"28/06/2014","12:40:29 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 8","Leaf 1",1,0,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:41:10 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 8","Leaf 2",1,0,0,1,0.05,6,0,152.9897192,-25.44766199,NA
"28/06/2014","12:41:24 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 8","Leaf 3",1,0,0,1,0.1,3,0,152.9897192,-25.44766199,NA
"28/06/2014","12:41:56 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 8","Leaf 4",1,0,0,1,0.05,5,0,152.9897192,-25.44766199,NA
"28/06/2014","12:42:10 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 8","Leaf 5",1,0,0,1,0.05,0,0,152.9897192,-25.44766199,NA
"28/06/2014","12:42:49 PM","claire","Landward - Creek",68,"Quarter 2",0.7,1.4,8,"Stem 8","Leaf 6",1,0,0,1,0,7,0,152.9897192,-25.44766199,NA
"28/06/2014","10:42:07 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 1","Leaf 1",1,1,0,0,0,4,0,152.9897192,-25.44766199,NA
"28/06/2014","10:43:31 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 1","Leaf 2",1,1,0,0,0.15,6,0,152.9897192,-25.44766199,NA
"28/06/2014","10:44:31 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 1","Leaf 3",1,1,0,0,0,8,0,152.9897192,-25.44766199,NA
"28/06/2014","10:45:05 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 1","Leaf 4",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:45:30 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 1","Leaf 5",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:45:37 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 1","Leaf 6",1,1,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:47:02 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 1",1,0,0,0,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:47:43 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 2",1,0,0,1,0,2,0,152.9897192,-25.44766199,NA
"28/06/2014","10:48:23 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 3",1,0,0,1,0.35,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:48:59 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 4",1,0,0,1,0.45,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:49:44 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 5",1,0,0,1,0,5,0,152.9897192,-25.44766199,NA
"28/06/2014","10:50:33 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 5",1,0,0,1,0.05,1,0,152.9897192,-25.44766199,NA
"28/06/2014","10:51:07 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 2","Leaf 6",1,0,0,0,0.05,3,0,152.9897192,-25.44766199,NA
"28/06/2014","10:52:21 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 3","Leaf 1",1,0,0,0,0,5,0,152.9897192,-25.44766199,NA
"28/06/2014","10:52:33 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 3","Leaf 2",1,0,0,0,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:52:54 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 3","Leaf 3",1,0,0,1,0.05,3,0,152.9897192,-25.44766199,NA
"28/06/2014","10:53:18 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 3","Leaf 4",1,0,0,0,0,3,0,152.9897192,-25.44766199,NA
"28/06/2014","10:53:42 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 3","Leaf 5",1,0,0,0,0,3,0,152.9897192,-25.44766199,NA
"28/06/2014","10:53:54 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 3","Leaf 6",1,0,0,0,0,2,0,152.9897192,-25.44766199,NA
"28/06/2014","10:54:56 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 4","Leaf 1",1,0,0,1,0.2,3,0,152.9897192,-25.44766199,NA
"28/06/2014","10:55:27 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 4","Leaf 2",1,0,0,0,0,3,0,152.9897192,-25.44766199,NA
"28/06/2014","10:56:12 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 4","Leaf 3",1,0,0,1,0.2,10,0,152.9897192,-25.44766199,NA
"28/06/2014","10:56:55 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 4","Leaf 4",1,0,0,0,0,16,0,152.9897192,-25.44766199,NA
"28/06/2014","10:57:10 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 4","Leaf 5",1,0,0,0,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","10:58:10 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 4","Leaf 6",1,0,0,1,0.05,1,0,152.9897192,-25.44766199,NA
"28/06/2014","10:59:56 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 5","Leaf 1",1,0,0,1,0.1,35,0,152.9897192,-25.44766199,NA
"28/06/2014","11:00:48 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 5","Leaf 2",1,0,0,0,0.1,17,0,152.9897192,-25.44766199,NA
"28/06/2014","11:01:27 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 5","Leaf 3",1,0,0,1,0.02,18,0,152.9897192,-25.44766199,NA
"28/06/2014","11:02:09 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 5","Leaf 4",1,0,0,1,0.2,13,0,152.9897192,-25.44766199,NA
"28/06/2014","11:02:25 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 5","Leaf 5",1,0,0,1,0,0,0,152.9897192,-25.44766199,NA
"28/06/2014","11:03:10 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 5","Leaf 6",1,0,0,0,0.3,9,0,152.9897192,-25.44766199,NA
"28/06/2014","11:03:49 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 1",1,0,0,1,0.15,1,0,152.9897192,-25.44766199,NA
"28/06/2014","11:04:22 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 2",1,0,0,1,0.15,3,0,152.9897192,-25.44766199,NA
"28/06/2014","11:05:02 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 3",1,0,0,1,0.15,15,0,152.9897192,-25.44766199,NA
"28/06/2014","11:05:23 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 4",1,0,0,0,0.1,9,0,152.9897192,-25.44766199,NA
"28/06/2014","11:05:41 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 4",1,0,0,1,0.2,4,0,152.9897192,-25.44766199,NA
"28/06/2014","11:06:02 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 5",1,0,0,1,0.05,11,0,152.9897192,-25.44766199,NA
"28/06/2014","11:06:15 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 6","Leaf 6",1,0,0,0,0,13,0,152.9897192,-25.44766199,NA
"28/06/2014","11:06:51 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 7","Leaf 1",1,1,1,0,0,10,0,152.9897192,-25.44766199,NA
"28/06/2014","11:07:03 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 7","Leaf 2",1,1,1,0,0,8,0,152.9897192,-25.44766199,NA
"28/06/2014","11:07:15 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 7","Leaf 3",1,1,1,1,0,5,0,152.9897192,-25.44766199,NA
"28/06/2014","11:07:25 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 7","Leaf 4",1,1,1,1,0.05,4,0,152.9897192,-25.44766199,NA
"28/06/2014","11:07:39 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 7","Leaf 5",1,1,1,1,0.5,1,0,152.9897192,-25.44766199,NA
"28/06/2014","11:07:54 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 7","Leaf 6",1,1,1,1,0.1,2,0,152.9897192,-25.44766199,NA
"28/06/2014","11:08:25 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 8","Leaf 1",1,0,0,0,0,3,0,152.9897192,-25.44766199,NA
"28/06/2014","11:08:33 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 8","Leaf 2",1,0,0,1,0,7,0,152.9897192,-25.44766199,NA
"28/06/2014","11:08:45 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 8","Leaf 3",1,0,0,0,0,2,0,152.9897192,-25.44766199,NA
"28/06/2014","11:08:57 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 8","Leaf 4",1,0,0,0,0,3,0,152.9897192,-25.44766199,NA
"28/06/2014","11:09:09 AM","claire","Landward - Creek",57,"Quarter 3",0.9,0.7,7,"Stem 8","Leaf 5",1,0,0,1,0,8,0,152.9897192,-25.44766199,NA
